club_name,club_number_player,club_avg_age,club_league,club_number_foreign_players,club_number_national_players,club_stadium,club_stadium_seats,club_current_transfer_balance,player_position,player_number,player_name,player_dob,player_country,player_value
FC Burnley,31,"24,5",Premier League,23,15,Turf Moor,21.994 Plätze,"-75,80 Mio. €",Sturm,30,Zeki Amdouni,04.12.2000 (22),Schweiz,"10,00 Mio. €"
FC Burnley,31,"24,5",Premier League,23,15,Turf Moor,21.994 Plätze,"-75,80 Mio. €",Sturm,17,Lyle Foster,03.09.2000 (22),Südafrika,"9,00 Mio. €"
FC Burnley,31,"24,5",Premier League,23,15,Turf Moor,21.994 Plätze,"-75,80 Mio. €",Sturm,45,Michael Obafemi,06.07.2000 (23),Irland,"5,00 Mio. €"
FC Burnley,31,"24,5",Premier League,23,15,Turf Moor,21.994 Plätze,"-75,80 Mio. €",Sturm,9,Jay Rodríguez,29.07.1989 (34),England,"1,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Torwart,1,Gerónimo Rulli,20.05.1992 (31),Argentinien,"10,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Torwart,12,Jay Gorter,30.05.2000 (23),Niederlande,"1,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Torwart,40,Diant Ramaj,19.09.2001 (21),Deutschland,750 Tsd. €
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Torwart,22,Remko Pasveer,08.11.1983 (39),Niederlande,250 Tsd. €
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Abwehr,3,Jorrel Hato,07.03.2006 (17),Niederlande,"5,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Abwehr,13,Ahmetcan Kaplan,16.01.2003 (20),Türkei,"5,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Abwehr,18,Jakov Medic,07.09.1998 (24),Kroatien,"2,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Abwehr,5,Owen Wijndal,28.11.1999 (23),Niederlande,"8,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Abwehr,17,Anass Salah-Eddine,18.01.2002 (21),Niederlande,800 Tsd. €
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Abwehr,2,Devyne Rensch,18.01.2003 (20),Niederlande,"8,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Abwehr,19,Jorge Sánchez,10.12.1997 (25),Mexiko,"5,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,24,Silvano Vos,16.03.2005 (18),Niederlande,"1,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,8,Kenneth Taylor,16.05.2002 (21),Niederlande,"12,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,21,Branco van den Boomen,21.07.1995 (28),Niederlande,"12,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,33,Benjamin Tahirovic,03.03.2003 (20),Bosnien-Herzegowina,"1,50 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,28,Kian Fitz-Jim,05.07.2003 (20),Niederlande,"1,30 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,20,Mohammed Kudus,02.08.2000 (23),Ghana,"40,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,23,Steven Berghuis,19.12.1991 (31),Niederlande,"12,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Mittelfeld,6,Davy Klaassen,21.02.1993 (30),Niederlande,"10,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Sturm,7,Steven Bergwijn,08.10.1997 (25),Niederlande,"22,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Sturm,11,Carlos Forbs,19.03.2004 (19),Portugal,"10,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Sturm,30,Mohamed Daramy,07.01.2002 (21),Dänemark,"6,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Sturm,27,Amourricho van Axel Dongen,29.09.2004 (18),Niederlande,500 Tsd. €
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Sturm,35,Francisco Conceição,14.12.2002 (20),Portugal,"8,00 Mio. €"
Ajax Amsterdam,25,"23,2",Eredivisie,10,12,Johan Cruijff ArenA,55.600 Plätze,"+68,90 Mio. €",Sturm,9,Brian Brobbey,01.02.2002 (21),Niederlande,"12,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Torwart,1,Jonas Omlin,10.01.1994 (29),Schweiz,"9,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Torwart,41,Jan Olschowsky,18.11.2001 (21),Deutschland,800 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Torwart,21,Tobias Sippel,22.03.1988 (35),Deutschland,400 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Torwart,33,Moritz Nicolas,21.10.1997 (25),Deutschland,350 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Torwart,43,Maximilian Brüll,26.08.2002 (20),Deutschland,75 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,30,Nico Elvedi,30.09.1996 (26),Schweiz,"18,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,39,Maximilian Wöber,04.02.1998 (25),Österreich,"14,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,3,Ko Itakura,27.01.1997 (26),Japan,"12,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,5,Marvin Friedrich,13.12.1995 (27),Deutschland,"4,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,2,Fabio Chiarodia,05.06.2005 (18),Italien,"1,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,24,Tony Jantschke,07.04.1990 (33),Deutschland,600 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,4,Mamadou Doucouré,21.05.1998 (25),Frankreich,100 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,20,Luca Netz,15.05.2003 (20),Deutschland,"6,50 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,26,Lukas Ullrich,16.03.2004 (19),Deutschland,750 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,29,Joe Scally,31.12.2002 (20),Vereinigte Staaten,"12,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,18,Stefan Lainer,27.08.1992 (30),Österreich,"3,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Abwehr,45,Simon Walde,04.01.2005 (18),Deutschland,500 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Mittelfeld,8,Julian Weigl,08.09.1995 (27),Deutschland,"10,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Mittelfeld,23,Christoph Kramer,19.02.1991 (32),Deutschland,"2,50 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Mittelfeld,17,Manu Koné,17.05.2001 (22),Frankreich,"40,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Mittelfeld,10,Florian Neuhaus,16.03.1997 (26),Deutschland,"12,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Mittelfeld,22,Oscar Fraulo,06.12.2003 (19),Dänemark,"2,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Mittelfeld,27,Rocco Reitz,29.05.2002 (21),Deutschland,800 Tsd. €
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,11,Hannes Wolf,16.04.1999 (24),Österreich,"3,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,25,Robin Hack,27.08.1998 (24),Deutschland,"3,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,38,Yvandro Borges Sanches,24.05.2004 (19),Luxemburg,"1,50 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,9,Franck Honorat,11.08.1996 (26),Frankreich,"10,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,19,Nathan Ngoumou,14.03.2000 (23),Frankreich,"5,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,7,Patrick Herrmann,12.02.1991 (32),Deutschland,"1,50 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,14,Alassane Plea,10.03.1993 (30),Frankreich,"8,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,31,Tomas Cvancara,13.08.2000 (22),Tschechien,"4,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,28,Grant-Leon Ranos,20.07.2003 (20),Armenien,"1,00 Mio. €"
Borussia Mönchengladbach,33,"24,5",Bundesliga,17,9,Stadion im Borussia-Park,54.042 Plätze,"-4,28 Mio. €",Sturm,48,Semir Telalovic,23.12.1999 (23),Deutschland,350 Tsd. €
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Torwart,1,Nico Mantl,06.02.2000 (23),Deutschland,"1,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Torwart,24,Alexander Schlager,01.02.1996 (27),Österreich,"1,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Torwart,41,Jonas Krumrey,25.11.2003 (19),Deutschland,300 Tsd. €
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,31,Strahinja Pavlovic,24.05.2001 (22),Serbien,"25,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,22,Oumar Solet,07.02.2000 (23),Frankreich,"17,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,4,Kamil Piatkowski,21.06.2000 (23),Polen,"5,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,39,Leandro Morgalla,13.09.2004 (18),Deutschland,"1,50 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,5,Bryan Okoh,16.05.2003 (20),Schweiz,"1,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,6,Samson Baidoo,31.03.2004 (19),Österreich,"1,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,55,Lukas Wallner,26.04.2003 (20),Österreich,500 Tsd. €
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,3,Aleksa Terzic,17.08.1999 (23),Serbien,"2,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,29,Daouda Guindo,14.10.2002 (20),Mali,"1,20 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,17,Andreas Ulmer,30.10.1985 (37),Österreich,400 Tsd. €
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Abwehr,70,Amar Dedic,18.08.2002 (20),Bosnien-Herzegowina,"15,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,27,Lucas Gourna-Douath,05.08.2003 (20),Frankreich,"12,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,15,Mamady Diambou,11.11.2002 (20),Mali,"1,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,44,Samson Tijani,17.05.2002 (21),Nigeria,800 Tsd. €
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,14,Maurits Kjaergaard,26.06.2003 (20),Dänemark,"13,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,7,Nicolás Capaldo,14.09.1998 (24),Argentinien,"8,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,18,Mads Bidstrup,25.02.2001 (22),Dänemark,"2,50 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,36,Justin Omoregie,21.09.2003 (19),Österreich,800 Tsd. €
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,49,Moussa Kounfolo Yeo,01.06.2004 (19),Mali,350 Tsd. €
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,10,Luka Sucic,08.09.2002 (20),Kroatien,"18,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,30,Oscar Gloukh,01.04.2004 (19),Israel,"10,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,8,Dijon Kameri,20.04.2004 (19),Österreich,"4,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Mittelfeld,32,Amankwah Forson,31.12.2002 (20),Ghana,"2,50 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Sturm,11,Fernando,01.03.1999 (24),Brasilien,"10,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Sturm,20,Sekou Koita,28.11.1999 (23),Mali,"7,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Sturm,19,Karim Konaté,21.03.2004 (19),Elfenbeinküste,"6,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Sturm,23,Roko Simic,10.09.2003 (19),Kroatien,"5,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Sturm,21,Petar Ratkov,18.08.2003 (19),Serbien,"4,00 Mio. €"
Red Bull Salzburg,32,"21,3",Bundesliga,26,11,Red Bull Arena Salzburg,30.188 Plätze,"+52,70 Mio. €",Sturm,45,Dorgeles Nene,23.12.2002 (20),Mali,"3,50 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Torwart,1,Frederik Rönnow,04.08.1992 (31),Dänemark,"5,50 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Torwart,37,Alexander Schwolow,02.06.1992 (31),Deutschland,900 Tsd. €
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Torwart,12,Jakob Busk,12.09.1993 (29),Dänemark,250 Tsd. €
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Torwart,39,Yannic Stein,17.09.2004 (18),Deutschland,200 Tsd. €
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,5,Danilho Doekhi,30.06.1998 (25),Niederlande,"17,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,4,Diogo Leite,23.01.1999 (24),Portugal,"15,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,3,Paul Jaeckel,22.07.1998 (25),Deutschland,"5,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,31,Robin Knoche,22.05.1992 (31),Deutschland,"5,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,30,Dominique Heintz,15.08.1993 (29),Deutschland,"1,20 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,-,Mathis Bruns,31.03.2004 (19),Deutschland,100 Tsd. €
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,26,Jérôme Roussillon,06.01.1993 (30),Guadeloupe,"3,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,18,Josip Juranovic,16.08.1995 (27),Kroatien,"12,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Abwehr,28,Christopher Trimmel,24.02.1987 (36),Österreich,800 Tsd. €
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,8,Rani Khedira,27.01.1994 (29),Deutschland,"10,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,29,Lucas Tousart,29.04.1997 (26),Frankreich,"9,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,33,Alex Kral,19.05.1998 (25),Tschechien,"7,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,36,Aljoscha Kemlein,02.08.2004 (19),Deutschland,250 Tsd. €
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,19,Janik Haberer,02.04.1994 (29),Deutschland,"7,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,20,Aïssa Laïdouni,13.12.1996 (26),Tunesien,"7,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,13,András Schäfer,13.04.1999 (24),Ungarn,"5,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,38,Laurenz Dehl,12.12.2001 (21),Deutschland,200 Tsd. €
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,7,Brenden Aaronson,22.10.2000 (22),Vereinigte Staaten,"25,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Mittelfeld,32,Milos Pantovic,07.07.1996 (27),Serbien,"1,50 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,21,Tim Skarke,07.09.1996 (26),Deutschland,"1,20 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,27,Sheraldo Becker,09.02.1995 (28),Suriname,"17,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,11,David Datro Fofana,22.12.2002 (20),Elfenbeinküste,"10,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,45,Jordan,26.04.1996 (27),Vereinigte Staaten,"7,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,9,Mikkel Kaufmann,03.01.2001 (22),Dänemark,"2,70 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,17,Kevin Behrens,03.02.1991 (32),Deutschland,"2,00 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,16,Benedict Hollerbach,17.05.2001 (22),Deutschland,"1,20 Mio. €"
1.FC Union Berlin,31,"25,8",Bundesliga,18,11,Stadion An der Alten Försterei,22.012 Plätze,"-12,90 Mio. €",Sturm,-,Malick Sanogo,30.06.2004 (19),Vereinigte Staaten,nan
Fenerbahce,41,"25,4",Süper Lig,17,14,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47.834 Plätze,"+23,09 Mio. €",Torwart,1,Altay Bayindir,14.04.1998 (25),Türkei,"11,00 Mio. €"
Fenerbahce,41,"25,4",Süper Lig,17,14,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47.834 Plätze,"+23,09 Mio. €",Torwart,70,Irfan Can Egribayat,30.06.1998 (25),Türkei,"1,90 Mio. €"
